"","cntry","gndr","crmvct","brncntr","Universalism","Security","marital1","ageadlt1","ageoage1","agea1","agemage1","eduyrs1"
"26627","Netherlands","Male","No","Yes",4,4,"Divorced",16,65,50,30,7
"26628","Netherlands","Female","No","Yes",4,3,"Legally married",21,65,20,50,14
"26629","Netherlands","Male","No","Yes",3,2.5,"NEVER married",20,75,59,55,9
"26630","Netherlands","Male","No","Yes",3.66666666666667,4,"Legally married",18,75,31,50,17
"26631","Netherlands","Female","No","Yes",3.33333333333333,3.5,"Legally married",20,67,52,50,12
"26633","Netherlands","Female","No","Yes",4,4.5,"Legally married",21,75,65,55,6
"26634","Netherlands","Male","Yes","Yes",3.33333333333333,3,"Legally married",21,70,45,55,17
"26635","Netherlands","Female","No","Yes",3.66666666666667,3,"Widowed",19,70,55,50,10
"26637","Netherlands","Female","Yes","Yes",3.33333333333333,2.5,"Legally married",20,72,55,60,10
"26638","Netherlands","Female","No","Yes",2.66666666666667,3,"NEVER married",30,70,34,50,14
"26639","Netherlands","Female","No","Yes",4,4,"NEVER married",18,75,43,50,9
"26640","Netherlands","Male","Yes","Yes",4.33333333333333,3,"Legally married",20,65,47,45,19
"26641","Netherlands","Male","No","Yes",4.66666666666667,2.5,"NEVER married",18,65,75,40,22
"26642","Netherlands","Male","No","No",3.66666666666667,4,"NEVER married",26,70,45,60,12
"26644","Netherlands","Female","No","Yes",3.66666666666667,5,"NEVER married",28,68,33,55,12
"26645","Netherlands","Female","No","Yes",4.66666666666667,3,"Widowed",19,65,83,45,9
"26646","Netherlands","Female","Yes","Yes",4,3.5,"Legally married",19,75,40,55,14
"26647","Netherlands","Female","No","Yes",3,2,"Legally married",18,70,28,30,14
"26648","Netherlands","Female","No","Yes",3.66666666666667,3,"Legally married",18,70,49,50,18
"26650","Netherlands","Female","No","Yes",4.66666666666667,3,"Legally married",18,78,59,55,10
"26651","Netherlands","Male","No","Yes",3.33333333333333,2,"NEVER married",18,70,52,45,14
"26652","Netherlands","Male","No","Yes",4,1.5,"Legally married",18,75,67,50,25
"26653","Netherlands","Female","No","Yes",3.33333333333333,3,"Legally married",25,80,68,50,2
"26654","Netherlands","Female","No","Yes",5,5,"Widowed",30,70,69,58,12
"26655","Netherlands","Female","Yes","Yes",5,4,"NEVER married",30,75,42,45,18
"26656","Netherlands","Female","No","Yes",3.66666666666667,2.5,"NEVER married",25,75,35,50,11
"26658","Netherlands","Male","Yes","Yes",4,4,"NEVER married",21,88,38,40,12
"26659","Netherlands","Female","No","Yes",3.33333333333333,2.5,"Legally married",18,70,55,58,8
"26660","Netherlands","Male","No","Yes",3.33333333333333,4,"Legally married",21,60,36,38,11
"26661","Netherlands","Male","No","Yes",4,4,"NEVER married",22,70,26,45,19
"26662","Netherlands","Female","No","Yes",4,3,"Legally married",18,70,36,50,18
"26663","Netherlands","Male","No","No",3.33333333333333,3,"Legally married",18,70,51,45,8
"26664","Netherlands","Female","No","Yes",2.66666666666667,3,"Legally married",20,65,42,35,16
"26665","Netherlands","Male","Yes","Yes",3,3,"Divorced",18,70,58,45,20
"26666","Netherlands","Male","No","Yes",4.33333333333333,3,"Legally married",16,75,35,50,19
"26667","Netherlands","Female","No","Yes",4.66666666666667,4,"Widowed",21,70,75,45,1
"26668","Netherlands","Female","No","Yes",3.33333333333333,1.5,"Widowed",21,70,83,50,12
"26669","Netherlands","Female","Yes","Yes",4,2.5,"Legally married",20,70,38,50,16
"26670","Netherlands","Male","No","Yes",3.33333333333333,3.5,"Legally married",18,70,67,50,10
"26671","Netherlands","Female","Yes","Yes",2.66666666666667,2,"Legally married",24,75,57,55,9
"26672","Netherlands","Male","No","Yes",3.66666666666667,2.5,"Legally married",18,70,54,50,12
"26673","Netherlands","Female","Yes","Yes",4,4,"Legally married",24,80,27,55,14
"26674","Netherlands","Female","No","Yes",3,3,"Legally married",20,70,46,40,16
"26675","Netherlands","Female","No","Yes",3.33333333333333,3,"Widowed",18,65,79,60,6
"26676","Netherlands","Female","No","Yes",4,1,"NEVER married",18,75,37,55,13
"26678","Netherlands","Male","No","Yes",3,2,"Legally married",20,65,72,60,10
"26681","Netherlands","Female","Yes","Yes",4.33333333333333,3.5,"NEVER married",21,75,61,55,10
"26682","Netherlands","Male","No","Yes",4.33333333333333,4,"NEVER married",20,75,59,48,14
"26683","Netherlands","Male","No","Yes",3.66666666666667,4,"Legally married",21,70,60,55,8
"26684","Netherlands","Male","No","Yes",3.33333333333333,2.5,"Legally married",18,65,57,40,10
"26685","Netherlands","Female","No","Yes",5,2.5,"Legally married",17,70,63,40,13
"26686","Netherlands","Male","No","Yes",3.66666666666667,4,"Legally married",18,70,31,40,20
"26687","Netherlands","Female","Yes","Yes",2.66666666666667,2,"Legally married",21,70,40,40,18
"26688","Netherlands","Male","No","Yes",3.66666666666667,3,"Legally married",23,70,68,50,9
"26689","Netherlands","Male","No","Yes",3.66666666666667,2.5,"Legally married",18,65,34,50,14
"26690","Netherlands","Male","No","Yes",4.66666666666667,4,"Legally married",18,75,40,50,16
"26691","Netherlands","Male","Yes","Yes",4,4,"Legally married",18,70,57,50,20
"26692","Netherlands","Male","No","Yes",4,3,"Legally married",18,80,29,40,13
"26693","Netherlands","Male","No","Yes",4.66666666666667,4,"Divorced",16,60,73,40,11
"26694","Netherlands","Female","No","Yes",3.33333333333333,4,"Legally married",30,70,49,55,12
"26695","Netherlands","Male","No","Yes",4,3,"Legally married",21,70,68,35,6
"26696","Netherlands","Female","Yes","Yes",3.33333333333333,2.5,"NEVER married",18,70,21,40,14
"26697","Netherlands","Female","No","Yes",4,3.5,"NEVER married",20,70,16,50,11
"26698","Netherlands","Female","No","Yes",3,3,"Legally married",21,75,33,45,10
"26700","Netherlands","Male","No","Yes",3.33333333333333,3.5,"Legally married",19,75,24,45,15
"26702","Netherlands","Female","No","Yes",5,4.5,"Legally married",18,60,53,55,7
"26704","Netherlands","Male","Yes","Yes",5,5,"Legally married",20,70,47,40,15
"26705","Netherlands","Female","No","Yes",3,4.5,"Widowed",16,75,76,50,6
"26707","Netherlands","Female","No","Yes",4,2,"NEVER married",19,70,16,45,6
"26708","Netherlands","Male","No","Yes",3.66666666666667,2.5,"Legally married",22,75,60,43,16
"26709","Netherlands","Female","No","No",4,3.5,"Legally married",14,70,46,50,20
"26710","Netherlands","Female","No","Yes",3.33333333333333,3.5,"NEVER married",17,65,18,40,12
"26711","Netherlands","Female","No","Yes",3.66666666666667,3.5,"Legally married",16,60,74,50,8
"26712","Netherlands","Male","No","Yes",3.66666666666667,2.5,"Legally married",18,75,28,50,20
"26713","Netherlands","Female","No","Yes",4,4.5,"Legally married",19,70,71,50,7
"26714","Netherlands","Male","No","Yes",3.33333333333333,4,"Legally married",21,65,61,50,8
"26715","Netherlands","Male","No","Yes",3.66666666666667,3.5,"NEVER married",18,70,29,45,14
"26716","Netherlands","Male","No","Yes",4,3,"NEVER married",21,70,18,50,12
"26718","Netherlands","Male","No","Yes",3.33333333333333,2.5,"Legally married",18,80,50,40,15
"26719","Netherlands","Male","No","Yes",4,4,"NEVER married",18,70,55,55,7
"26720","Netherlands","Female","No","Yes",4,3,"Legally married",21,70,34,45,12
"26721","Netherlands","Female","Yes","Yes",4.66666666666667,1.5,"NEVER married",25,75,37,50,15
"26723","Netherlands","Female","No","Yes",4,4,"NEVER married",20,70,18,40,12
"26724","Netherlands","Male","No","Yes",3.66666666666667,2,"NEVER married",17,65,26,40,13
"26725","Netherlands","Male","No","Yes",3,3,"Legally married",18,70,34,45,16
"26726","Netherlands","Female","No","Yes",4,3,"Legally married",22,75,58,60,13
"26727","Netherlands","Male","No","Yes",2.66666666666667,2.5,"Legally married",16,65,39,40,22
"26728","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",20,70,31,40,14
"26731","Netherlands","Male","Yes","Yes",4.66666666666667,5,"NEVER married",18,70,46,55,14
"26732","Netherlands","Female","No","Yes",4,2,"Legally married",18,65,40,40,14
"26733","Netherlands","Female","Yes","Yes",3.66666666666667,3,"Divorced",20,65,59,55,18
"26734","Netherlands","Female","Yes","Yes",4,2.5,"NEVER married",18,70,28,50,19
"26735","Netherlands","Female","No","Yes",3,3.5,"Legally married",18,65,40,45,13
"26737","Netherlands","Female","No","Yes",4.66666666666667,4.5,"Legally married",23,70,46,53,24
"26738","Netherlands","Female","No","Yes",4.33333333333333,3,"Legally married",21,65,51,50,13
"26739","Netherlands","Female","No","Yes",3.33333333333333,1.5,"Divorced",20,80,37,40,12
"26741","Netherlands","Female","No","Yes",5,4.5,"Legally married",17,70,59,55,13
"26743","Netherlands","Female","No","Yes",3.66666666666667,3.5,"Legally married",18,75,34,55,15
"26744","Netherlands","Female","No","Yes",4.33333333333333,5,"Widowed",30,80,59,45,10
"26745","Netherlands","Male","Yes","Yes",3.66666666666667,3.5,"Legally married",19,80,34,40,13
"26746","Netherlands","Male","No","Yes",4,2,"NEVER married",18,70,37,40,20
"26747","Netherlands","Female","No","Yes",4.66666666666667,3.5,"NEVER married",21,60,17,35,13
"26748","Netherlands","Female","No","Yes",4,1.5,"Divorced",20,75,58,50,10
"26749","Netherlands","Male","No","Yes",0.666666666666667,1.5,"Legally married",16,70,52,65,14
"26750","Netherlands","Male","No","Yes",3.33333333333333,4,"Legally married",18,70,58,55,9
"26752","Netherlands","Male","No","Yes",4,4,"Legally married",18,75,65,55,8
"26753","Netherlands","Female","No","Yes",4.66666666666667,3,"NEVER married",24,60,19,50,13
"26754","Netherlands","Male","Yes","Yes",3.66666666666667,2.5,"NEVER married",18,70,28,50,16
"26755","Netherlands","Male","No","Yes",4,2.5,"NEVER married",18,65,20,45,13
"26756","Netherlands","Male","Yes","Yes",3.66666666666667,2.5,"Legally married",18,75,27,40,14
"26757","Netherlands","Female","Yes","Yes",2.66666666666667,4,"NEVER married",23,80,24,50,9
"26758","Netherlands","Female","No","Yes",3.33333333333333,3,"Widowed",68,75,68,55,18
"26759","Netherlands","Female","No","Yes",5,3,"Legally married",21,80,47,50,17
"26760","Netherlands","Female","Yes","Yes",4,3.5,"NEVER married",20,80,22,45,16
"26762","Netherlands","Male","No","Yes",4.33333333333333,3,"Widowed",17,65,78,45,25
"26763","Netherlands","Female","Yes","Yes",5,3,"Widowed",24,65,63,50,20
"26764","Netherlands","Female","Yes","Yes",3.66666666666667,4.5,"NEVER married",22,75,19,45,13
"26765","Netherlands","Female","Yes","Yes",3.33333333333333,2.5,"NEVER married",18,70,28,40,17
"26766","Netherlands","Female","No","No",3.33333333333333,3,"NEVER married",18,75,24,60,16
"26768","Netherlands","Male","No","Yes",4.66666666666667,3.5,"Legally married",16,70,59,45,6
"26769","Netherlands","Male","No","Yes",4.33333333333333,2,"NEVER married",18,60,31,45,24
"26770","Netherlands","Female","No","Yes",4,4.5,"NEVER married",25,75,36,50,11
"26772","Netherlands","Female","No","No",3.33333333333333,4.5,"NEVER married",21,70,25,50,19
"26773","Netherlands","Female","No","Yes",4.33333333333333,4.5,"NEVER married",17,75,16,40,10
"26774","Netherlands","Male","No","Yes",4.33333333333333,4.5,"NEVER married",18,60,80,40,10
"26775","Netherlands","Female","No","Yes",4.66666666666667,1.5,"NEVER married",18,70,54,40,18
"26776","Netherlands","Male","No","Yes",4,3.5,"NEVER married",21,70,33,35,6
"26777","Netherlands","Female","No","Yes",3.66666666666667,2,"Legally married",18,70,36,50,11
"26778","Netherlands","Female","No","Yes",4,4,"Legally married",24,75,51,50,10
"26779","Netherlands","Female","No","Yes",4.33333333333333,4,"NEVER married",18,65,49,35,18
"26781","Netherlands","Female","Yes","Yes",3.66666666666667,3,"NEVER married",25,70,21,40,13
"26783","Netherlands","Male","No","Yes",3.66666666666667,2.5,"Legally married",18,70,60,48,11
"26784","Netherlands","Female","Yes","Yes",4,2.5,"Divorced",18,75,61,60,17
"26785","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",25,70,45,50,15
"26789","Netherlands","Male","No","Yes",2.33333333333333,3,"Widowed",30,65,59,50,8
"26790","Netherlands","Male","No","Yes",4,4,"Widowed",26,72,69,45,11
"26791","Netherlands","Female","No","Yes",3.33333333333333,3.5,"Legally married",21,70,27,50,12
"26792","Netherlands","Female","No","No",4,4,"Divorced",32,65,39,45,19
"26794","Netherlands","Male","No","Yes",4.66666666666667,4,"Legally married",18,70,41,50,20
"26795","Netherlands","Male","No","Yes",4,2.5,"Widowed",18,65,71,45,8
"26796","Netherlands","Male","No","Yes",3.66666666666667,3.5,"NEVER married",21,75,36,53,13
"26797","Netherlands","Female","No","Yes",3.66666666666667,4,"NEVER married",21,70,46,40,10
"26798","Netherlands","Male","Yes","Yes",3.33333333333333,2,"NEVER married",18,70,22,50,15
"26799","Netherlands","Female","No","Yes",4.66666666666667,3,"Legally married",17,70,56,55,12
"26801","Netherlands","Female","Yes","Yes",4.33333333333333,2.5,"Legally married",19,75,44,50,10
"26802","Netherlands","Female","No","Yes",3,4,"NEVER married",14,60,34,40,12
"26804","Netherlands","Male","Yes","No",4,3.5,"Divorced",20,62,31,29,10
"26805","Netherlands","Female","No","Yes",4.33333333333333,3,"NEVER married",18,75,33,55,17
"26806","Netherlands","Male","Yes","Yes",3.33333333333333,3,"NEVER married",18,70,16,40,8
"26807","Netherlands","Male","No","Yes",2.33333333333333,4,"NEVER married",21,75,27,50,17
"26810","Netherlands","Male","No","Yes",4,3.5,"Legally married",18,75,46,42,10
"26811","Netherlands","Male","No","Yes",4.33333333333333,1,"Legally married",18,65,41,45,14
"26812","Netherlands","Male","No","Yes",3,3.5,"Legally married",18,70,34,30,18
"26813","Netherlands","Female","No","Yes",3.33333333333333,2,"NEVER married",25,70,21,50,15
"26814","Netherlands","Female","No","Yes",4,4,"Legally married",19,75,45,46,15
"26815","Netherlands","Female","No","Yes",4,4,"Legally married",21,75,54,55,15
"26816","Netherlands","Male","No","Yes",3,2,"Legally married",25,65,56,50,13
"26817","Netherlands","Female","No","Yes",3.66666666666667,3.5,"NEVER married",19,70,37,35,25
"26818","Netherlands","Male","Yes","Yes",3.66666666666667,4,"Legally married",18,65,71,40,17
"26819","Netherlands","Male","Yes","Yes",4,2.5,"Divorced",15,65,47,50,20
"26820","Netherlands","Female","No","Yes",3.66666666666667,3,"Legally married",20,80,60,40,9
"26822","Netherlands","Male","No","Yes",4,3,"Legally married",18,70,38,40,22
"26823","Netherlands","Male","No","Yes",4,4,"Legally married",17,87,80,45,13
"26824","Netherlands","Male","No","Yes",4,2.5,"NEVER married",18,70,25,45,14
"26825","Netherlands","Female","Yes","Yes",3.33333333333333,3,"Legally married",18,75,44,60,11
"26826","Netherlands","Male","No","Yes",4,3.5,"Legally married",20,70,63,50,10
"26827","Netherlands","Male","No","Yes",3.33333333333333,3.5,"Legally married",21,80,35,45,10
"26828","Netherlands","Male","No","Yes",2.33333333333333,3.5,"Divorced",16,70,45,50,20
"26829","Netherlands","Male","No","Yes",3,4,"Legally married",18,65,36,40,13
"26830","Netherlands","Female","No","Yes",2.33333333333333,2.5,"Legally married",24,65,37,40,15
"26831","Netherlands","Male","No","Yes",4,3.5,"Legally married",15,70,58,40,6
"26832","Netherlands","Female","Yes","Yes",4,3,"Legally married",20,73,61,55,12
"26833","Netherlands","Female","Yes","Yes",4.66666666666667,3,"Legally married",20,75,50,60,16
"26834","Netherlands","Female","No","Yes",3,2.5,"Legally married",18,75,54,65,10
"26835","Netherlands","Female","Yes","Yes",4,3.5,"Legally married",23,70,52,60,16
"26836","Netherlands","Male","No","Yes",4,4,"Legally married",16,75,65,50,2
"26838","Netherlands","Male","Yes","Yes",3.66666666666667,3,"Legally married",18,70,39,50,10
"26839","Netherlands","Male","Yes","Yes",4,2.5,"Legally married",22,73,44,55,17
"26840","Netherlands","Female","No","Yes",3.66666666666667,3.5,"NEVER married",20,80,23,40,16
"26841","Netherlands","Female","No","Yes",5,1.5,"Divorced",24,68,55,53,23
"26842","Netherlands","Female","No","Yes",3.66666666666667,2.5,"Legally married",22,70,59,55,9
"26843","Netherlands","Male","Yes","Yes",4.66666666666667,3.5,"NEVER married",18,70,41,45,20
"26844","Netherlands","Male","No","Yes",3.33333333333333,3.5,"NEVER married",18,70,24,35,14
"26845","Netherlands","Male","Yes","Yes",4,3.5,"NEVER married",23,75,39,45,11
"26846","Netherlands","Female","No","Yes",3,3,"Legally married",25,80,36,50,12
"26847","Netherlands","Male","No","Yes",3.33333333333333,3.5,"Legally married",20,70,65,45,10
"26848","Netherlands","Female","No","Yes",4.33333333333333,4,"Widowed",22,75,81,45,15
"26849","Netherlands","Female","No","Yes",4.66666666666667,2.5,"Divorced",18,70,33,45,18
"26850","Netherlands","Male","No","Yes",2.66666666666667,2.5,"Widowed",18,75,67,50,20
"26853","Netherlands","Female","Yes","Yes",4,2,"Divorced",23,55,45,43,19
"26855","Netherlands","Male","No","Yes",2.66666666666667,3,"Legally married",20,70,46,48,25
"26857","Netherlands","Female","No","Yes",4.33333333333333,3.5,"Widowed",23,65,64,60,10
"26858","Netherlands","Female","Yes","Yes",4.33333333333333,3.5,"Legally married",24,75,58,50,12
"26859","Netherlands","Female","No","Yes",3.33333333333333,4.5,"Legally married",18,68,63,38,8
"26861","Netherlands","Male","No","Yes",3.66666666666667,4,"Divorced",18,65,61,39,17
"26862","Netherlands","Male","No","Yes",5,2.5,"Legally married",20,75,63,55,16
"26863","Netherlands","Male","No","Yes",3.66666666666667,3,"NEVER married",20,70,22,30,11
"26864","Netherlands","Male","No","Yes",3.66666666666667,4,"Legally married",18,75,62,50,15
"26865","Netherlands","Female","No","Yes",4.33333333333333,2.5,"Divorced",23,75,52,55,12
"26866","Netherlands","Female","No","Yes",3,2.5,"Legally married",21,80,25,40,12
"26868","Netherlands","Female","No","Yes",1.33333333333333,2.5,"Legally married",18,70,37,45,10
"26870","Netherlands","Female","No","Yes",3.66666666666667,2,"Legally married",24,70,44,47,15
"26871","Netherlands","Female","No","Yes",4.66666666666667,5,"Legally married",20,70,43,40,14
"26872","Netherlands","Female","No","No",4,3,"Widowed",25,65,56,30,1
"26873","Netherlands","Male","No","Yes",4,3,"Legally married",19,60,40,40,12
"26874","Netherlands","Male","No","Yes",5,4,"Legally married",21,70,49,45,10
